ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.07934861541440744,0.5917806031787191,0.4514940473658019,0.9494128947069755,0.12200868340197303,0.18271347894473633,-0.08996007384553344,-0.7100132314104193,-0.340916798155936
